framework,pattern,calls,fwtot,label
livekit,.run,0,4,livekit  .run
livekit,.say,0,4,livekit  .say
livekit,.generate_reply,4,4,livekit  .generate_reply
autogen_core,.send_message,3,12,autogen_core  .send_message
autogen_core,.publish_message,9,12,autogen_core  .publish_message
beeai_framework,.arun,0,12,beeai_framework  .arun
beeai_framework,.stream,0,12,beeai_framework  .stream
beeai_framework,.run,12,12,beeai_framework  .run
agentops,.start_session,0,14,agentops  .start_session
agentops,.end_session,2,14,agentops  .end_session
agentops,.init,6,14,agentops  .init
agentops,.record,6,14,agentops  .record
semantic_kernel,.get_streaming_chat_message_content,0,20,semantic_kernel  .get_streaming_chat_message_content
semantic_kernel,.invoke_prompt_async,0,20,semantic_kernel  .invoke_prompt_async
semantic_kernel,.invoke_stream,0,20,semantic_kernel  .invoke_stream
semantic_kernel,.get_chat_message_content,1,20,semantic_kernel  .get_chat_message_content
semantic_kernel,.get_chat_message_contents,1,20,semantic_kernel  .get_chat_message_contents
semantic_kernel,.invoke_async,1,20,semantic_kernel  .invoke_async
semantic_kernel,.get_response,2,20,semantic_kernel  .get_response
semantic_kernel,.invoke_prompt,5,20,semantic_kernel  .invoke_prompt
semantic_kernel,.invoke,10,20,semantic_kernel  .invoke
astrbot,.chat,0,23,astrbot  .chat
astrbot,.request_llm,0,23,astrbot  .request_llm
astrbot,.text_chat_stream,0,23,astrbot  .text_chat_stream
astrbot,.text_chat,9,23,astrbot  .text_chat
astrbot,.get_using_provider,14,23,astrbot  .get_using_provider
autogen,.a_initiate_chat,0,24,autogen  .a_initiate_chat
autogen,.a_send,0,24,autogen  .a_send
autogen,.send,0,24,autogen  .send
autogen,.a_generate_reply,1,24,autogen  .a_generate_reply
autogen,.generate_reply,1,24,autogen  .generate_reply
autogen,.initiate_chat,22,24,autogen  .initiate_chat
graphrag,.asearch,0,36,graphrag  .asearch
graphrag,drift_search,2,36,graphrag  drift_search
graphrag,global_search,2,36,graphrag  global_search
graphrag,basic_search,3,36,graphrag  basic_search
graphrag,local_search,3,36,graphrag  local_search
graphrag,.search,26,36,graphrag  .search
smolagents,.run,45,45,smolagents  .run
autogen_agentchat,.generate_reply,0,56,autogen_agentchat  .generate_reply
autogen_agentchat,.initiate_chat,0,56,autogen_agentchat  .initiate_chat
autogen_agentchat,.on_messages,0,56,autogen_agentchat  .on_messages
autogen_agentchat,.on_messages_stream,1,56,autogen_agentchat  .on_messages_stream
autogen_agentchat,.run,26,56,autogen_agentchat  .run
autogen_agentchat,.run_stream,29,56,autogen_agentchat  .run_stream
haystack,.run_async,10,80,haystack  .run_async
