fp_tier,framework,pattern,callable,repo
tier2_nonterminal,langgraph,.invoke,primary.invoke.assert_called_once,bytedance/deer-flow
tier2_nonterminal,langgraph,.ainvoke,run_model.ainvoke.assert_awaited_once,bytedance/deer-flow
tier2_nonterminal,langgraph,.invoke,run_model.invoke.assert_called_once,bytedance/deer-flow
tier2_nonterminal,langgraph,.invoke,self.llm.invoke(messages).content.strip,Arindam200/awesome-ai-apps
tier2_nonterminal,langgraph,.invoke,self.llm.invoke(messages).content.strip,Arindam200/awesome-ai-apps
tier2_nonterminal,langgraph,.invoke,self.llm.invoke(messages).content.strip().lower,Arindam200/awesome-ai-apps
tier2_nonterminal,langgraph,.ainvoke,str(await search_tool.ainvoke({'query': 'Where does IntegTest work?'})).lower,getzep/zep
tier2_nonterminal,langgraph,.ainvoke,str(await search_tool.ainvoke({'query': 'Where does IntegTest work?'})).lower,getzep/zep
tier2_nonterminal,langgraph,.ainvoke,tool.ainvoke.assert_called_once_with,NVIDIA/NeMo-Agent-Toolkit
tier2_nonterminal,mem0,.add,chromadb_instance.collection.add.assert_called_once_with,EpicStaff/EpicStaff
tier2_nonterminal,mem0,.add,memory.add.assert_called_once_with,langflow-ai/langflow
tier2_nonterminal,mem0,.add,memory.add.assert_called_once_with,langflow-ai/langflow
tier2_nonterminal,mem0,.search,memory.search.assert_called_once_with,langflow-ai/langflow
tier2_nonterminal,mem0,.search,memory_instance.graph.search.assert_called_once_with,EpicStaff/EpicStaff
tier2_nonterminal,mem0,.search,memory_instance.graph.search.assert_not_called,EpicStaff/EpicStaff
tier2_nonterminal,mem0,.search,memory_instance.vector_store.search.assert_called_once_with,EpicStaff/EpicStaff
tier2_nonterminal,mem0,.add,mock_client.add.assert_awaited_once,trpc-group/trpc-agent-python
tier2_nonterminal,mem0,.add,mock_memory_client.add.assert_called_once,EpicStaff/EpicStaff
tier2_nonterminal,mem0,.search,mock_memory_client.search.assert_called_once,EpicStaff/EpicStaff
tier2_nonterminal,mem0,.search,self.client_mock.search.assert_called_once,EpicStaff/EpicStaff
tier2_nonterminal,mem0,.search,self.client_mock.search.assert_called_once,EpicStaff/EpicStaff
tier2_nonterminal,mem0,.search,self.client_mock.search.assert_called_once_with,EpicStaff/EpicStaff
tier2_nonterminal,openai,chat.completions.create,"client.chat.completions.create(messages=inputs['messages'], model=endpoint).model_dump",mlflow/mlflow
tier2_nonterminal,openai,chat.completions.create,mock_client.chat.completions.create.assert_called_once,yusufkaraaslan/Skill_Seekers
tier2_nonterminal,openai,chat.completions.create,mock_client.chat.completions.create.assert_called_once,yusufkaraaslan/Skill_Seekers
tier2_nonterminal,openai,chat.completions.create,mock_client.chat.completions.create.assert_not_called,gptme/gptme
tier2_nonterminal,openai,chat.completions.create,mock_client.chat.completions.create.assert_not_called,gptme/gptme
tier2_nonterminal,openai,chat.completions.create,mock_instance.chat.completions.create.assert_called,run-llama/llama_index
tier2_nonterminal,openai,chat.completions.create,mock_instance.chat.completions.create.assert_called,run-llama/llama_index
tier2_nonterminal,openai,chat.completions.create,mock_instance.chat.completions.create.assert_called_once_with,run-llama/llama_index
tier2_nonterminal,openai,chat.completions.create,mock_instance.chat.completions.create.assert_called_with,run-llama/llama_index
tier2_nonterminal,openai,completions.create,mock_instance.completions.create.assert_has_calls,run-llama/llama_index
tier2_nonterminal,openai,completions.create,mock_instance.completions.create.assert_has_calls,run-llama/llama_index
tier2_nonterminal,openai,responses.create,mock_instance.responses.create.assert_called_once,run-llama/llama_index
tier2_nonterminal,openai,chat.completions.create,mock_minimax_instructor.chat.completions.create.assert_called_once,Eigenwise/atomic-agents
tier2_nonterminal,openai,chat.completions.create,service._client.chat.completions.create.assert_called_once_with,pipecat-ai/pipecat
tier2_nonterminal,pydantic_ai,.run_stream,agent.run_stream[FunctionToolCallEvent].connect,phil65/agentpool
tier2_nonterminal,pydantic_ai,.run,marvin.fns.run.run_tasks_async,PrefectHQ/marvin
tier2_nonterminal,pydantic_ai,.run,marvin.fns.run.run_tasks_stream,PrefectHQ/marvin
tier2_nonterminal,pydantic_ai,.run,test_agent.run.sync,phil65/agentpool
tier3_tool_exec,agno,.arun,self.active_executor.arun,agno-agi/agno
tier3_tool_exec,agno,.arun,self.active_executor.arun,agno-agi/agno
tier3_tool_exec,agno,.run,self.active_executor.run,agno-agi/agno
tier3_tool_exec,agno,.run,self.active_executor.run,agno-agi/agno
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,haystack,.run,toolset.run,vectorize-io/hindsight
tier3_tool_exec,langchain,.ainvoke,"_make_agent(code, CodeInterpreterMiddleware(ptc=[sync_label_tool, async_label_tool])).ainvoke",langchain-ai/deepagents
tier3_tool_exec,langchain,.invoke,"_make_agent(code, CodeInterpreterMiddleware(ptc=[sync_label_tool, async_label_tool])).invoke",langchain-ai/deepagents
tier3_tool_exec,langchain,.invoke,agent_executor.invoke,Arize-ai/openinference
tier3_tool_exec,langchain,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langchain,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langchain,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langchain,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langchain,.ainvoke,fetch_tool.ainvoke,Sumanth077/Hands-On-AI-Engineering
tier3_tool_exec,langchain,.acall,function_tool.acall,run-llama/llama_index
tier3_tool_exec,langchain,.acall,function_tool.acall,run-llama/llama_index
tier3_tool_exec,langchain,.arun,langchain_tool.arun,run-llama/llama_index
tier3_tool_exec,langchain,.arun,langchain_tool.arun,run-llama/llama_index
tier3_tool_exec,langchain,.run,langchain_tool.run,run-llama/llama_index
tier3_tool_exec,langchain,.run,lc_tool.run,run-llama/llama_index
tier3_tool_exec,langchain,.invoke,model_with_tool.invoke,Shubhamsaboo/awesome-llm-apps
tier3_tool_exec,langchain,.invoke,read_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langchain,.arun,task_tool.arun,langchain-ai/deepagents
tier3_tool_exec,langchain,.acall,tool.acall,run-llama/llama_index
tier3_tool_exec,langchain,.acall,tool.acall,run-llama/llama_index
tier3_tool_exec,langchain,.acall,tool.acall,run-llama/llama_index
tier3_tool_exec,langchain,.acall,tool.acall,run-llama/llama_index
tier3_tool_exec,langchain,.acall,tool.acall,run-llama/llama_index
tier3_tool_exec,langchain,.acall,tool.acall,run-llama/llama_index
tier3_tool_exec,langchain,.acall,tool.acall,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.call,tool.call,run-llama/llama_index
tier3_tool_exec,langchain,.run,tool.run,microsoft/agent-governance-toolkit
tier3_tool_exec,langchain,.call,vs_ret_tool.call,run-llama/llama_index
tier3_tool_exec,langchain_anthropic,.run,self.wrapped_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_anthropic,.run,self.wrapped_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_anthropic,.run,self.wrapped_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_community,.invoke,agent_executor.invoke,traceloop/openllmetry
tier3_tool_exec,langchain_community,.invoke,agent_executor.invoke,traceloop/openllmetry
tier3_tool_exec,langchain_community,.invoke,agent_executor.invoke,traceloop/openllmetry
tier3_tool_exec,langchain_community,.invoke,chain_tool.invoke,mlflow/mlflow
tier3_tool_exec,langchain_community,.arun,retriever_tool.arun,NVIDIA/NeMo-Agent-Toolkit
tier3_tool_exec,langchain_community,.arun,retriever_tool.arun,NVIDIA/NeMo-Agent-Toolkit
tier3_tool_exec,langchain_community,.run,tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_community,.run,tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,async_tool.invoke,bytedance/deer-flow
tier3_tool_exec,langchain_core,.invoke,async_tool.invoke,bytedance/deer-flow
tier3_tool_exec,langchain_core,.invoke,async_tool.invoke,bytedance/deer-flow
tier3_tool_exec,langchain_core,.ainvoke,browserless_tools.web_fetch_tool.ainvoke,bytedance/deer-flow
tier3_tool_exec,langchain_core,.arun,categorizer_tool.arun,NVIDIA/NeMo-Agent-Toolkit
tier3_tool_exec,langchain_core,.invoke,component_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,component_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,component_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,component_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,component_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,component_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,component_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,component_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.ainvoke,crawl4ai_tools.web_fetch_tool.ainvoke,bytedance/deer-flow
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.run,driver.run,ginlix-ai/LangAlpha
tier3_tool_exec,langchain_core,.invoke,executor.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,executor.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,executor.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,gated_tool.tool.invoke,microsoft/agent-governance-toolkit
tier3_tool_exec,langchain_core,.invoke,get_schema_tool.invoke,microsoft/agent-lightning
tier3_tool_exec,langchain_core,.arun,guarded_tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,guarded_tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.run,guarded_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.ainvoke,langchain_tool.ainvoke,openagents-org/openagents
tier3_tool_exec,langchain_core,.invoke,langchain_tool.invoke,openagents-org/openagents
tier3_tool_exec,langchain_core,.invoke,list_tables_tool.invoke,microsoft/agent-lightning
tier3_tool_exec,langchain_core,.invoke,list_tables_tool.invoke,Sumanth077/Hands-On-AI-Engineering
tier3_tool_exec,langchain_core,.arun,maintenance_check_tool.arun,NVIDIA/NeMo-Agent-Toolkit
tier3_tool_exec,langchain_core,.arun,mcp_tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,mcp_tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,mcp_tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,mcp_tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,mcp_tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,mcp_tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.run,mcp_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.run,mcp_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.run,mcp_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.run,mcp_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.run,mcp_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.run,mcp_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,mock_tool.invoke,bytedance/deer-flow
tier3_tool_exec,langchain_core,.run,processed_tools[0].run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,run_query_tool.invoke,microsoft/agent-lightning
tier3_tool_exec,langchain_core,.arun,self._orig_tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,self.agent_executor.invoke,FromCSUZhou/Econometrics-Agent
tier3_tool_exec,langchain_core,.run,self.original_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,self.tool.invoke,microsoft/agent-governance-toolkit
tier3_tool_exec,langchain_core,.ainvoke,table_tool.ainvoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.ainvoke,table_tool.ainvoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,table_tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,table_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,table_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,table_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.ainvoke,tavily_tool.ainvoke,NVIDIA/NeMo-Agent-Toolkit
tier3_tool_exec,langchain_core,.invoke,text_tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,getzep/zep
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,NVIDIA/NeMo-Agent-Toolkit
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,NVIDIA/NeMo-Agent-Toolkit
tier3_tool_exec,langchain_core,.ainvoke,tool.ainvoke,NVIDIA/NeMo-Agent-Toolkit
tier3_tool_exec,langchain_core,.arun,tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,tool.arun,langflow-ai/langflow
tier3_tool_exec,langchain_core,.arun,tool.arun,langchain-ai/deepagents
tier3_tool_exec,langchain_core,.astream,tool.astream,NVIDIA/NeMo-Agent-Toolkit
tier3_tool_exec,langchain_core,.invoke,tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,tool.invoke,langflow-ai/langflow
tier3_tool_exec,langchain_core,.invoke,tool.invoke,Shubhamsaboo/awesome-llm-apps
tier3_tool_exec,langchain_core,.invoke,tool.invoke,getzep/zep
tier3_tool_exec,langchain_core,.invoke,tool.invoke,getzep/zep
tier3_tool_exec,langchain_core,.invoke,tool.invoke,getzep/zep
tier3_tool_exec,langchain_core,.invoke,tool.invoke,getzep/zep
tier3_tool_exec,langchain_core,.invoke,tool.invoke,PurpleAILAB/Decepticon
tier3_tool_exec,langchain_core,.invoke,tool.invoke,PurpleAILAB/Decepticon
tier3_tool_exec,langchain_core,.invoke,tool.invoke,PurpleAILAB/Decepticon
tier3_tool_exec,langchain_core,.invoke,tool.invoke,PurpleAILAB/Decepticon
tier3_tool_exec,langchain_core,.invoke,tool.invoke,PurpleAILAB/Decepticon
tier3_tool_exec,langchain_core,.invoke,tool.invoke,PurpleAILAB/Decepticon
tier3_tool_exec,langchain_core,.invoke,tool.invoke,PurpleAILAB/Decepticon
tier3_tool_exec,langchain_core,.invoke,tool.invoke,PurpleAILAB/Decepticon
tier3_tool_exec,langchain_core,.invoke,tool.invoke,PurpleAILAB/Decepticon
tier3_tool_exec,langchain_core,.invoke,tool.invoke,PurpleAILAB/Decepticon
tier3_tool_exec,langchain_core,.run,tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.run,tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.run,tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.ainvoke,tools[0].ainvoke,langchain-ai/deepagents
tier3_tool_exec,langchain_core,.ainvoke,tools[0].ainvoke,langchain-ai/deepagents
tier3_tool_exec,langchain_core,.ainvoke,tools[0].ainvoke,langchain-ai/deepagents
tier3_tool_exec,langchain_core,.ainvoke,tools[0].ainvoke,langchain-ai/deepagents
tier3_tool_exec,langchain_core,.ainvoke,tools[0].ainvoke,langchain-ai/deepagents
tier3_tool_exec,langchain_core,.ainvoke,tools[0].ainvoke,langchain-ai/deepagents
tier3_tool_exec,langchain_core,.ainvoke,tools[0].ainvoke,langchain-ai/deepagents
tier3_tool_exec,langchain_core,.ainvoke,tools[0].ainvoke,langchain-ai/deepagents
tier3_tool_exec,langchain_core,.ainvoke,tools[0].ainvoke,langchain-ai/deepagents
tier3_tool_exec,langchain_core,.ainvoke,tools[0].ainvoke,langchain-ai/deepagents
tier3_tool_exec,langchain_core,.run,wrapped_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_core,.run,wrapped_tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_experimental,.run,tool.run,langflow-ai/langflow
tier3_tool_exec,langchain_google_vertexai,.invoke,agent_executor.invoke,wandb/weave
tier3_tool_exec,langchain_google_vertexai,.invoke,agent_executor.invoke,wandb/weave
tier3_tool_exec,langchain_mistralai,.invoke,executor.invoke,Sumanth077/Hands-On-AI-Engineering
tier3_tool_exec,langchain_mistralai,.stream,executor.stream,Sumanth077/Hands-On-AI-Engineering
tier3_tool_exec,langchain_openai,.invoke,executor.invoke,EpicStaff/EpicStaff
tier3_tool_exec,langgraph,.ainvoke,agent_executor.ainvoke,NVIDIA/NeMo-Agent-Toolkit
tier3_tool_exec,langgraph,.ainvoke,agent_executor.ainvoke,NVIDIA/NeMo-Agent-Toolkit
tier3_tool_exec,langgraph,.invoke,agent_with_sandbox.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,configured_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,configured_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,context_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,delete_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,delete_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,delete_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,delete_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,delete_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,edit_file_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,edit_file_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,execute_query_tool.invoke,microsoft/agent-lightning
tier3_tool_exec,langgraph,.ainvoke,execute_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,execute_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,execute_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,execute_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,execute_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,execute_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,glob_search_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,glob_search_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,glob_search_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,glob_search_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,glob_search_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,glob_search_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,glob_search_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,glob_search_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.ainvoke,glob_search_tool.ainvoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,glob_search_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,glob_search_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,glob_search_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,glob_search_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,glob_search_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,glob_search_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,glob_search_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,glob_search_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,glob_search_tool.invoke,langchain-ai/deepagents
tier3_tool_exec,langgraph,.invoke,glob_search_tool.invoke,langchain-ai/deepagents
